rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
326093	pö tsia 18	other		Dell-Bai	1793	Bai (Dali)	338
326094	pö 2	north		Dell-Bai	1793	Bai (Dali)	339
326095	pö 2	stupid		Dell-Bai	1793	Bai (Dali)	340
326096	pö sia 32	those		Dell-Bai	1793	Bai (Dali)	341
326097	pö tö 37	that		Dell-Bai	1793	Bai (Dali)	342
326098	pö ue 33	over there		Dell-Bai	1793	Bai (Dali)	343
326099	pö w 37	owl		Dell-Bai	1793	Bai (Dali)	344
326100	poe 3/4	illness		Dell-Bai	1793	Bai (Dali)	345
326101	poe 7	flat		Dell-Bai	1793	Bai (Dali)	346
326102	poe 7	classifier (numeral) for grass, ts'u 1 ko 3 poe 7		Dell-Bai	1793	Bai (Dali)	347
326103	poe 8	(1) white; (2) Bai (national minority)		Dell-Bai	1793	Bai (Dali)	348
326104	poe sɛ ts'ö 824	cabbage		Dell-Bai	1793	Bai (Dali)	349
326105	poe t'u 81	rabbit		Dell-Bai	1793	Bai (Dali)	350
326106	poe tsw 82	Bai person		Dell-Bai	1793	Bai (Dali)	351
326107	poe v 87	crazy, mad		Dell-Bai	1793	Bai (Dali)	352
326108	pɔ 1	hug (a child), to. vs. pia 8		Dell-Bai	1793	Bai (Dali)	353
326109	pɔ tsw 14	panther		Dell-Bai	1793	Bai (Dali)	354
326110	pɔ mɔ tsi 236	basket to sort grains		Dell-Bai	1793	Bai (Dali)	355
326111	pɔ 3/4	he, she		Dell-Bai	1793	Bai (Dali)	356
326112	pɔ 6	wrap, to		Dell-Bai	1793	Bai (Dali)	357
326113	pɔ 6	husband		Dell-Bai	1793	Bai (Dali)	358
326114	pɔ tsw ku 622	neck		Dell-Bai	1793	Bai (Dali)	359
326115	-pɔ 7			Dell-Bai	1793	Bai (Dali)	360
326116	pɔ 7	other (?)		Dell-Bai	1793	Bai (Dali)	361
326117	pɔ pi 76	next to		Dell-Bai	1793	Bai (Dali)	362
326118	pɔ 8	thin		Dell-Bai	1793	Bai (Dali)	363
326119	pu 4	step	n	Dell-Bai	1793	Bai (Dali)	364
326120	puo li 28	glass		Dell-Bai	1793	Bai (Dali)	365
326121	p'a 1	fat		Dell-Bai	1793	Bai (Dali)	366
326122	p'a xɛ 84	crab		Dell-Bai	1793	Bai (Dali)	367
326123	p'e 1	rip, to		Dell-Bai	1793	Bai (Dali)	368
326124	p'ɛ mu 27	forget, to		Dell-Bai	1793	Bai (Dali)	369
326125	p'i zi 12	inexpensive		Dell-Bai	1793	Bai (Dali)	370
326126	-p'i 3/4			Dell-Bai	1793	Bai (Dali)	371
326127	p'i sia 5:8 6	suitcase		Dell-Bai	1793	Bai (Dali)	372
326128	p'ia 2	reach, to		Dell-Bai	1793	Bai (Dali)	373
326129	p'ioe 1	classifier (numeral) for wall, o 3 / 4		Dell-Bai	1793	Bai (Dali)	374
326130	p'iɔ 1	ticket		Dell-Bai	1793	Bai (Dali)	375
326131	p'iɔ 3/4	cloth		Dell-Bai	1793	Bai (Dali)	376
326132	p'ö 1	bump into, to		Dell-Bai	1793	Bai (Dali)	377
326133	p'ö 1	emerge, to; blow, to		Dell-Bai	1793	Bai (Dali)	378
326134	p'ö ngö 17	brag, to		Dell-Bai	1793	Bai (Dali)	379
326135	p'ö 4	hold in one's palms	v	Dell-Bai	1793	Bai (Dali)	380
326136	p'ö 4	cover, top	n	Dell-Bai	1793	Bai (Dali)	381
326137	p'oe zv 81	congee		Dell-Bai	1793	Bai (Dali)	382
326138	p'ɔ 2	cucumber		Dell-Bai	1793	Bai (Dali)	383
326139	p'ɔ 4	run, to		Dell-Bai	1793	Bai (Dali)	384
326140	p'u 1	lay flat, to		Dell-Bai	1793	Bai (Dali)	385
326141	p'u t'ɔ 11	grape		Dell-Bai	1793	Bai (Dali)	386
326142	p'u tsw 23	shop		Dell-Bai	1793	Bai (Dali)	387
326143	sa 1	three		Dell-Bai	1793	Bai (Dali)	388
326144	sa toe 12	fight, to		Dell-Bai	1793	Bai (Dali)	389
326145	sa w 12	argue, to		Dell-Bai	1793	Bai (Dali)	390
326146	sa 2	FINAL PARTICLE		Dell-Bai	1793	Bai (Dali)	391
326147	sa 3/4	umbrella		Dell-Bai	1793	Bai (Dali)	392
326148	sa pa 38	var. of 392; pa 8 is a numeral suffix		Dell-Bai	1793	Bai (Dali)	393
326149	sa 6	injur, to		Dell-Bai	1793	Bai (Dali)	394
326150	sa ta ??	prepare, to		Dell-Bai	1793	Bai (Dali)	395
326151	se 3/4	wash, to		Dell-Bai	1793	Bai (Dali)	396
326152	se tsw k'o 311	swim, to; wash onesself, to		Dell-Bai	1793	Bai (Dali)	397
326153	se 6	west		Dell-Bai	1793	Bai (Dali)	398
326154	sɛ t'ɛ 18	terrace where laundry is set to dry		Dell-Bai	1793	Bai (Dali)	399
326155	sɛ 2	fish gills		Dell-Bai	1793	Bai (Dali)	400
326156	sɛ tsɔ tsw 221	boy, little		Dell-Bai	1793	Bai (Dali)	401
326157	sɛ 3/4	little		Dell-Bai	1793	Bai (Dali)	402
326158	sɛ ku 36	sister-in-law (younger sister of husband)		Dell-Bai	1793	Bai (Dali)	403
326159	sɛ me 33	hulled millet		Dell-Bai	1793	Bai (Dali)	404
326160	sɛ si 36	beware, to		Dell-Bai	1793	Bai (Dali)	405
326161	sɛ su 36	brother-in-law (younger brother of husband)		Dell-Bai	1793	Bai (Dali)	406
326162	sɛ ts'i 32	stingy		Dell-Bai	1793	Bai (Dali)	407
326163	sɛ tsö 38	thief		Dell-Bai	1793	Bai (Dali)	408
326164	sɛ 5	egg		Dell-Bai	1793	Bai (Dali)	409
326165	si ngv zw 122	saliva		Dell-Bai	1793	Bai (Dali)	410
326166	si sioe 11	awake, to		Dell-Bai	1793	Bai (Dali)	411
326167	si 3/4	die, to		Dell-Bai	1793	Bai (Dali)	412
326168	si tso 32	location on the edge of Lake Er-Hai		Dell-Bai	1793	Bai (Dali)	413
326169	si xua 3:6 6	(1) to like, (2) happy		Dell-Bai	1793	Bai (Dali)	414
326170	si 6	thousand		Dell-Bai	1793	Bai (Dali)	415
326171	si 6	fire wood		Dell-Bai	1793	Bai (Dali)	416
326172	si 6	stuffing		Dell-Bai	1793	Bai (Dali)	417
326173	si 6	new		Dell-Bai	1793	Bai (Dali)	418
326174	sia p'iɛ 11	photography		Dell-Bai	1793	Bai (Dali)	419
326175	sia 2	kill, to		Dell-Bai	1793	Bai (Dali)	420
326176	sia 3/4	want to, to; plan to, to		Dell-Bai	1793	Bai (Dali)	421
326177	sia siw 31	trust, to		Dell-Bai	1793	Bai (Dali)	422
326178	sia 6	procrastinate, to; lazy; rest, to		Dell-Bai	1793	Bai (Dali)	423
326179	sia tsiɔ 66	banana		Dell-Bai	1793	Bai (Dali)	424
326180	sia tsw 63	trunk (suitcase)		Dell-Bai	1793	Bai (Dali)	425
326181	sia p'i tsiw ??2	elastic	n	Dell-Bai	1793	Bai (Dali)	426
326182	siɛ 1	district		Dell-Bai	1793	Bai (Dali)	427
326183	sio 1	embroider, to		Dell-Bai	1793	Bai (Dali)	428
326184	sio 3	little, a		Dell-Bai	1793	Bai (Dali)	429
326185	sio 3	debt		Dell-Bai	1793	Bai (Dali)	430
326186	sio 6	scented		Dell-Bai	1793	Bai (Dali)	431
326187	sioe 1	star		Dell-Bai	1793	Bai (Dali)	432
326188	sioe 2Ð	day		Dell-Bai	1793	Bai (Dali)	433
326189	sioe 6	odor (unpleasant, of fish that is not fresh)		Dell-Bai	1793	Bai (Dali)	434
326190	siɔ mɔ 22	hat		Dell-Bai	1793	Bai (Dali)	435
326191	siɔ t'a 21	school		Dell-Bai	1793	Bai (Dali)	436
326192	siw tsy 21	theater		Dell-Bai	1793	Bai (Dali)	437
326193	so 1	skinny		Dell-Bai	1793	Bai (Dali)	438
326194	so 1	put out to dry, to		Dell-Bai	1793	Bai (Dali)	439
326195	so 1	frost		Dell-Bai	1793	Bai (Dali)	440
326196	so 1	rancid		Dell-Bai	1793	Bai (Dali)	441
326197	so 3/4	offer as a gift, to		Dell-Bai	1793	Bai (Dali)	442
326198	sö 1	count, to		Dell-Bai	1793	Bai (Dali)	443
326199	sö 2	then		Dell-Bai	1793	Bai (Dali)	444
326200	sö tsö 26	var. of 444		Dell-Bai	1793	Bai (Dali)	445
326201	sö 2	hand		Dell-Bai	1793	Bai (Dali)	446
326202	sö tso tsw 221	elbow		Dell-Bai	1793	Bai (Dali)	447
326203	sö tsw tö 237	finger		Dell-Bai	1793	Bai (Dali)	448
326204	sö tsw tö tsia 2372	finger nail		Dell-Bai	1793	Bai (Dali)	449
326205	sö uɛ tsw 221	wrist		Dell-Bai	1793	Bai (Dali)	450
326206	sö 3/4	province		Dell-Bai	1793	Bai (Dali)	451
326207	sö t'ɔ 31	glove		Dell-Bai	1793	Bai (Dali)	452
326208	sö 6	rifle through, to		Dell-Bai	1793	Bai (Dali)	453
326209	sö 6	arrange, to; gather, to		Dell-Bai	1793	Bai (Dali)	454
326210	sö sw 62	pay attention to someone, to		Dell-Bai	1793	Bai (Dali)	455
326211	sö tsiw 66	handkerchief		Dell-Bai	1793	Bai (Dali)	456
326212	sö zi 62	commerce		Dell-Bai	1793	Bai (Dali)	457
326213	sö tö kw ??6	thimble		Dell-Bai	1793	Bai (Dali)	459
326214	soe 1	shoot, to		Dell-Bai	1793	Bai (Dali)	460
326215	soe 2	cut, to		Dell-Bai	1793	Bai (Dali)	461
326216	sɔ 1	scratch, to		Dell-Bai	1793	Bai (Dali)	462
326217	sɔ 2	rope		Dell-Bai	1793	Bai (Dali)	463
326218	sɔ 4	laugh, to		Dell-Bai	1793	Bai (Dali)	464
326219	sɔ k'u 6 3/4	tired		Dell-Bai	1793	Bai (Dali)	465
326220	sɔ tɔ 67	sugar		Dell-Bai	1793	Bai (Dali)	466
326221	su 1	burn, to		Dell-Bai	1793	Bai (Dali)	467
326222	su 1	dust		Dell-Bai	1793	Bai (Dali)	468
326223	su 2	sweep, to		Dell-Bai	1793	Bai (Dali)	469
326224	su fv 26	comfortable		Dell-Bai	1793	Bai (Dali)	470
326225	-su 6			Dell-Bai	1793	Bai (Dali)	471
326226	sua 2	year		Dell-Bai	1793	Bai (Dali)	472
326227	sua 2	talk, to		Dell-Bai	1793	Bai (Dali)	473
326228	sua to 27	talk, to		Dell-Bai	1793	Bai (Dali)	474
326229	sua 4	garlic		Dell-Bai	1793	Bai (Dali)	475
326230	sua 6	grandson		Dell-Bai	1793	Bai (Dali)	476
326231	sua nv 6 3/4	grand-daughter		Dell-Bai	1793	Bai (Dali)	477
326232	sua 6	brush, to		Dell-Bai	1793	Bai (Dali)	478
326233	sua 6	rinse, to		Dell-Bai	1793	Bai (Dali)	478
326234	sua pɔ 66	twins		Dell-Bai	1793	Bai (Dali)	479
326235	sua xw 6 3/4	coutyard		Dell-Bai	1793	Bai (Dali)	480
326236	suɛ 2	snow		Dell-Bai	1793	Bai (Dali)	481
326237	suɛ poe 27	couting tool		Dell-Bai	1793	Bai (Dali)	482
326238	suɛ p'ɔ 22	firecracker		Dell-Bai	1793	Bai (Dali)	483
326239	suo 4	lock	n	Dell-Bai	1793	Bai (Dali)	484
326240	suo fö 64	rice noodles		Dell-Bai	1793	Bai (Dali)	485
326241	suö 1	game piece with character (hu), used in a Bai game		Dell-Bai	1793	Bai (Dali)	486
326242	suoe suoe xw 112	sound of horse bells		Dell-Bai	1793	Bai (Dali)	487
326243	sv tsv nv 133	child		Dell-Bai	1793	Bai (Dali)	488
326244	sv lv 22	wood		Dell-Bai	1793	Bai (Dali)	489
326245	sv lv nge 227	wood-soled shoe		Dell-Bai	1793	Bai (Dali)	490
326246	sv 3/4	rat		Dell-Bai	1793	Bai (Dali)	491
326247	sw 1	deep		Dell-Bai	1793	Bai (Dali)	492
326248	sw 2	millet		Dell-Bai	1793	Bai (Dali)	493
326249	sw 2	four		Dell-Bai	1793	Bai (Dali)	494
326250	sw me 33	sticky rice		Dell-Bai	1793	Bai (Dali)	495
326251	sw v 3 3/4	business		Dell-Bai	1793	Bai (Dali)	496
326252	-sw 4			Dell-Bai	1793	Bai (Dali)	497
326253	sw 6	lion		Dell-Bai	1793	Bai (Dali)	498
326254	sw 6	book / letter		Dell-Bai	1793	Bai (Dali)	499
326255	sw fv pe 667	envelope		Dell-Bai	1793	Bai (Dali)	500
326256	sw ts'uoe 61	notebook		Dell-Bai	1793	Bai (Dali)	501
326257	sy li 11	pear		Dell-Bai	1793	Bai (Dali)	502
326258	sy Ð3/4	water		Dell-Bai	1793	Bai (Dali)	503
326259	sy kɔ 37	pond		Dell-Bai	1793	Bai (Dali)	504
326260	syɛ 6	equilibrium, in / on the verge of falling		Dell-Bai	1793	Bai (Dali)	505
326261	ta li 14̱	Dali (a village)		Dell-Bai	1793	Bai (Dali)	506
326262	ta fa 12	extravagant		Dell-Bai	1793	Bai (Dali)	507
326263	ta mɔ 13̱	aunt (father's older brother's wife)		Dell-Bai	1793	Bai (Dali)	508
326264	ta sö 1 3/4	aunt (father's younger brother's wife)		Dell-Bai	1793	Bai (Dali)	509
326265	ta ti 13̱	uncle (father's elder brother)		Dell-Bai	1793	Bai (Dali)	510
326266	ta su 13̱	brother-in-law (husband's elder brother)		Dell-Bai	1793	Bai (Dali)	511
326267	ta zi 12	overcoat		Dell-Bai	1793	Bai (Dali)	512
326268	ta ni tsw 272	oneself		Dell-Bai	1793	Bai (Dali)	513
326269	ta tsia ni tsw 2672	everyone		Dell-Bai	1793	Bai (Dali)	514
326270	ta xuo ni tsw 2372	everyone		Dell-Bai	1793	Bai (Dali)	515
326271	ta ts'oe 22	bicycle		Dell-Bai	1793	Bai (Dali)	516
326272	ta tsw 32	feather duster		Dell-Bai	1793	Bai (Dali)	517
326273	ta 4	block the passage (of), to		Dell-Bai	1793	Bai (Dali)	518
326274	ta 3/4	steal / hide, to		Dell-Bai	1793	Bai (Dali)	519
326275	ta 5	motion verb, with the sense of come / go, to		Dell-Bai	1793	Bai (Dali)	520
326276	ta 6	carry, to (two people)		Dell-Bai	1793	Bai (Dali)	521
326277	-ta 6			Dell-Bai	1793	Bai (Dali)	522
326278	ta kɔ 66	carved piece of wood used to carry two buckets on		Dell-Bai	1793	Bai (Dali)	523
326279	ta 7	flick, to		Dell-Bai	1793	Bai (Dali)	524
326280	ta 7	peach		Dell-Bai	1793	Bai (Dali)	525
326281	ta ua 78	peach pit		Dell-Bai	1793	Bai (Dali)	526
326282	ta tsɔ 78	if / in the case where		Dell-Bai	1793	Bai (Dali)	527
326283	ta 8	walk on, to		Dell-Bai	1793	Bai (Dali)	528
326284	tɛ 3-	prefix for ordinals		Dell-Bai	1793	Bai (Dali)	529
326285	tɛ 8	pork		Dell-Bai	1793	Bai (Dali)	530
326286	tɛ ka 86	liver (pork)		Dell-Bai	1793	Bai (Dali)	531
326287	tɛ koe 87	meat (pork)		Dell-Bai	1793	Bai (Dali)	532
326288	tɛ tsɛ 88	tongue (pork)		Dell-Bai	1793	Bai (Dali)	533
326289	tɛ tsw 86	lard		Dell-Bai	1793	Bai (Dali)	534
326290	tɛ ue 8 3/4	pigsty		Dell-Bai	1793	Bai (Dali)	535
326291	ti lu lu 122	eagle		Dell-Bai	1793	Bai (Dali)	536
326292	ti tsv 1 3/4	landowner		Dell-Bai	1793	Bai (Dali)	537
326293	ti 7	only		Dell-Bai	1793	Bai (Dali)	538
326294	ti ti 11	whistle		Dell-Bai	1793	Bai (Dali)	539
326295	ti ti tö 775	hat		Dell-Bai	1793	Bai (Dali)	540
326296	ti toe 71	it only remains to...		Dell-Bai	1793	Bai (Dali)	541
326297	tia 3-	one / some		Dell-Bai	1793	Bai (Dali)	542
326298	-tiɛ 1			Dell-Bai	1793	Bai (Dali)	543
326299	tiɛ ta 12	sheet (bed)		Dell-Bai	1793	Bai (Dali)	544
326300	tiɛ iw 14	movie		Dell-Bai	1793	Bai (Dali)	545
326301	tiɛ 2	father		Dell-Bai	1793	Bai (Dali)	546
326302	-tiɛ 2			Dell-Bai	1793	Bai (Dali)	547
326303	tiɛ t'u 18	pocketlight		Dell-Bai	1793	Bai (Dali)	548
326304	tiɛ 4	light, to		Dell-Bai	1793	Bai (Dali)	549
326305	tiw ts'ue 31	hammer		Dell-Bai	1793	Bai (Dali)	550
326306	to pɔ 27	upper side		Dell-Bai	1793	Bai (Dali)	551
326307	to 3/4	shake, to		Dell-Bai	1793	Bai (Dali)	552
326308	-to 6			Dell-Bai	1793	Bai (Dali)	553
326309	toe 2	hit, to		Dell-Bai	1793	Bai (Dali)	554
326310	toe tsia 22	fight, to		Dell-Bai	1793	Bai (Dali)	555
326311	tö 2	bring into the world, to		Dell-Bai	1793	Bai (Dali)	556
326312	tö 2	wear, to (a hat)		Dell-Bai	1793	Bai (Dali)	557
326313	-tö 2:3			Dell-Bai	1793	Bai (Dali)	558
326314	tö fv 31	paté (of fermented soybeans)		Dell-Bai	1793	Bai (Dali)	559
326315	tö sia 32	these		Dell-Bai	1793	Bai (Dali)	560
326316	tö tö 37	this		Dell-Bai	1793	Bai (Dali)	561
326317	tö ue 33̱	here		Dell-Bai	1793	Bai (Dali)	562
326318	tö 7	classifier (numeral) for animals and certain objec		Dell-Bai	1793	Bai (Dali)	563
326319	-tö 7			Dell-Bai	1793	Bai (Dali)	564
326320	tö ma 76	hair		Dell-Bai	1793	Bai (Dali)	565
326321	tÐö pɔ 77	head		Dell-Bai	1793	Bai (Dali)	566
326322	tö pɔ tsua 775	vertigo		Dell-Bai	1793	Bai (Dali)	567
326323	tɔ 1	holster		Dell-Bai	1793	Bai (Dali)	568
326324	tɔ 2	fall, to		Dell-Bai	1793	Bai (Dali)	569
326325	tɔ pɔ tö 227	shoulder		Dell-Bai	1793	Bai (Dali)	570
326326	tɔ kɔ si 336	back		Dell-Bai	1793	Bai (Dali)	571
326327	tɔ ku 36	sister-in-law (husband's elder sister)		Dell-Bai	1793	Bai (Dali)	572
326328	tɔ tsö 38	brigand		Dell-Bai	1793	Bai (Dali)	573
326329	tɔ sɛ tsɔ tsɔ (???)	adolescent		Dell-Bai	1793	Bai (Dali)	574
326330	tɔ xɔ 34	room (main)		Dell-Bai	1793	Bai (Dali)	575
326331	tɔ 4	big		Dell-Bai	1793	Bai (Dali)	576
326332	tu kuoe 11	member of the cucurbitaceae family (melons, cucumb		Dell-Bai	1793	Bai (Dali)	577
326333	tu pö 12	rooster		Dell-Bai	1793	Bai (Dali)	578
326334	tuo 3-	addition, in		Dell-Bai	1793	Bai (Dali)	579
326335	tuo 3/4	classifier used with flowers		Dell-Bai	1793	Bai (Dali)	580
326336	tuo 5	chop, to		Dell-Bai	1793	Bai (Dali)	581
326337	tuö:tuoe 8	wet		Dell-Bai	1793	Bai (Dali)	582
326338	-tv 6			Dell-Bai	1793	Bai (Dali)	583
326339	tv 6	east		Dell-Bai	1793	Bai (Dali)	584
326340	tv 7	copper		Dell-Bai	1793	Bai (Dali)	585
326341	t'a 1	iron, to		Dell-Bai	1793	Bai (Dali)	586
326342	t'a tsw 32	rug		Dell-Bai	1793	Bai (Dali)	587
326343	t'a 4	coal (wood)		Dell-Bai	1793	Bai (Dali)	588
326344	t'a y 88	spittoon		Dell-Bai	1793	Bai (Dali)	589
326345	t'ɛ 2	iron		Dell-Bai	1793	Bai (Dali)	590
326346	-t'ɛ 2			Dell-Bai	1793	Bai (Dali)	591
326347	t'i 1	hold, to		Dell-Bai	1793	Bai (Dali)	592
326348	t'i zu 36	gymnastics		Dell-Bai	1793	Bai (Dali)	593
326349	t'iɛ 8	fill in, to		Dell-Bai	1793	Bai (Dali)	594
326350	t'iɔ 1	jump, to		Dell-Bai	1793	Bai (Dali)	595
326351	t'iɔ suo 2 3/4	stinkbug		Dell-Bai	1793	Bai (Dali)	596
326352	t'iɔ 4	choose, to		Dell-Bai	1793	Bai (Dali)	597
326353	t'ɔ lɔ mioe 114	ass (animal)		Dell-Bai	1793	Bai (Dali)	598
326354	t'ɔ 2	hold, to		Dell-Bai	1793	Bai (Dali)	599
326355	t'u 1	want, to		Dell-Bai	1793	Bai (Dali)	600
326356	t'u 3	road / street		Dell-Bai	1793	Bai (Dali)	601
326357	t'u 3/4	move, to		Dell-Bai	1793	Bai (Dali)	602
326358	t'u uɛ ts'io 124	joke, to		Dell-Bai	1793	Bai (Dali)	603
326359	t'u tsa 82	seal	n	Dell-Bai	1793	Bai (Dali)	604
326360	t'ue 1	push, to		Dell-Bai	1793	Bai (Dali)	605
326361	t'uo:t'o 2	drag, to		Dell-Bai	1793	Bai (Dali)	606
326362	t'v 3/4	pierce / go through, to		Dell-Bai	1793	Bai (Dali)	607
326363	tsa sw 66	extremely		Dell-Bai	1793	Bai (Dali)	608
326364	tsɛ 1	how?		Dell-Bai	1793	Bai (Dali)	609
326365	tsɛ xa 18	experienced (in)		Dell-Bai	1793	Bai (Dali)	610
326366	tsɛ zw 62	table		Dell-Bai	1793	Bai (Dali)	611
326367	tsɛ 8	cut (with scissors), to		Dell-Bai	1793	Bai (Dali)	612
326368	tsɛ kɔ 82	lame		Dell-Bai	1793	Bai (Dali)	613
326369	tsɛ p'i 83	tongue		Dell-Bai	1793	Bai (Dali)	614
326370	tsi k'a 12	hunger		Dell-Bai	1793	Bai (Dali)	615
326371	tsi sio 1 3/4	how many		Dell-Bai	1793	Bai (Dali)	616
326372	tsi 2	leech		Dell-Bai	1793	Bai (Dali)	617
326373	tsi 2	store, to		Dell-Bai	1793	Bai (Dali)	618
326374	tsi 2	push each other, to		Dell-Bai	1793	Bai (Dali)	619
326375	tsi tö 22	remember, to		Dell-Bai	1793	Bai (Dali)	620
326376	tsi 3	field		Dell-Bai	1793	Bai (Dali)	621
326377	tsi 3	pull, to		Dell-Bai	1793	Bai (Dali)	622
326378	tsi uoe ts'i 361	garbage		Dell-Bai	1793	Bai (Dali)	623
326379	tsi 6	close / cover, to		Dell-Bai	1793	Bai (Dali)	624
326380	tsi 6	numerous		Dell-Bai	1793	Bai (Dali)	625
326381	tsi mi si 7 3:7 6	front of, in		Dell-Bai	1793	Bai (Dali)	626
326382	tsi 8	nephew (son of brother or sister)		Dell-Bai	1793	Bai (Dali)	627
326383	tsi sɛ ni ??2	yesterday		Dell-Bai	1793	Bai (Dali)	628
326384	tsia io 18	soy sauce		Dell-Bai	1793	Bai (Dali)	629
326385	tsia 6	pinch, to		Dell-Bai	1793	Bai (Dali)	630
326386	tsia ʔ	receive, to		Dell-Bai	1793	Bai (Dali)	631
326387	tsiɛ soe 16	build, to		Dell-Bai	1793	Bai (Dali)	632
326388	tsiɛ 2	thousand		Dell-Bai	1793	Bai (Dali)	633
326389	-tsiɛ 3/4			Dell-Bai	1793	Bai (Dali)	634
326390	tsiɛ fv 32	brother-in-law (elder sister's husband)		Dell-Bai	1793	Bai (Dali)	635
326391	tsiɛ 4	plum		Dell-Bai	1793	Bai (Dali)	636
326392	tsiɛ xue 62	marry, to		Dell-Bai	1793	Bai (Dali)	637
326393	tsiɛ 6	gold		Dell-Bai	1793	Bai (Dali)	638
326394	tsiɛ 8	chase, to (someone)		Dell-Bai	1793	Bai (Dali)	639
326395	tsio mu 1 3/4	aunt (mother's brother's wife)		Dell-Bai	1793	Bai (Dali)	640
326396	tsioe 2	borrow, to		Dell-Bai	1793	Bai (Dali)	641
326397	tsioe 2	pick, to		Dell-Bai	1793	Bai (Dali)	642
326398	tsioe 3/4	well	n	Dell-Bai	1793	Bai (Dali)	643
326399	tsioe 6	nail (metal)		Dell-Bai	1793	Bai (Dali)	644
326400	tsioe 6	capital		Dell-Bai	1793	Bai (Dali)	645
326401	tsioe si 76	courtyard (interior)		Dell-Bai	1793	Bai (Dali)	646
326402	tsiɔ ɔ 21	presumptuous		Dell-Bai	1793	Bai (Dali)	647
326403	tsiɔ tsw 32	ravioli		Dell-Bai	1793	Bai (Dali)	648
326404	tsiɔ xua 36	cunning		Dell-Bai	1793	Bai (Dali)	649
326405	tsiɔ 4	stir, to		Dell-Bai	1793	Bai (Dali)	650
326406	tsiɔ 6	water, to		Dell-Bai	1793	Bai (Dali)	651
326407	tsiɔ xw 61	similar		Dell-Bai	1793	Bai (Dali)	652
326408	tsiɔ tsw ?2	glue		Dell-Bai	1793	Bai (Dali)	653
326409	-tsiw 2:6			Dell-Bai	1793	Bai (Dali)	654
326410	tsiw 3	nine		Dell-Bai	1793	Bai (Dali)	655
326411	tsiw 3/4	tight		Dell-Bai	1793	Bai (Dali)	656
326412	tsiw pɔ 32	Jingpho		Dell-Bai	1793	Bai (Dali)	657
326413	tsiw ts'a 36	police		Dell-Bai	1793	Bai (Dali)	658
326414	tso 7	long		Dell-Bai	1793	Bai (Dali)	659
326415	tso 7	hide, to		Dell-Bai	1793	Bai (Dali)	660
326416	tso 6	disguise to (oneself)		Dell-Bai	1793	Bai (Dali)	661
326417	tso 7	taste, to		Dell-Bai	1793	Bai (Dali)	662
326418	tso 7	bed		Dell-Bai	1793	Bai (Dali)	663
326419	tsö 3	verb often translated with to have / be. Both uses		Dell-Bai	1793	Bai (Dali)	664
326420	tsö 3	classifier (numeral) used with trees		Dell-Bai	1793	Bai (Dali)	665
326421	tsö 3/4	tree		Dell-Bai	1793	Bai (Dali)	666
326422	tsö kua 32	pillar		Dell-Bai	1793	Bai (Dali)	667
326423	tsö sia 32	forest		Dell-Bai	1793	Bai (Dali)	668
