rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
326424	tsö ts'i 32	strong		Dell-Bai	1793	Bai (Dali)	669
326425	tsö 4	standing, be, to		Dell-Bai	1793	Bai (Dali)	670
326426	tsö 4	push with a pole, to		Dell-Bai	1793	Bai (Dali)	671
326427	tsö 6	be / come, to (depending on the situation)		Dell-Bai	1793	Bai (Dali)	672
326428	-tsö 8			Dell-Bai	1793	Bai (Dali)	673
326429	tsö ia 83	thief		Dell-Bai	1793	Bai (Dali)	674
326430	tsoe 2	narrow		Dell-Bai	1793	Bai (Dali)	675
326431	tsoe 2:6	fold, to		Dell-Bai	1793	Bai (Dali)	676
326432	tsoe 7	city		Dell-Bai	1793	Bai (Dali)	677
326433	tsɔ sia 11	photograph, to		Dell-Bai	1793	Bai (Dali)	678
326434	tsɔ2	sparrow		Dell-Bai	1793	Bai (Dali)	679
326435	tsɔ 2	cover up, to		Dell-Bai	1793	Bai (Dali)	680
326436	tsɔ fa 36	kitchen / cooking		Dell-Bai	1793	Bai (Dali)	681
326437	tsɔ tsw 32	jojoba		Dell-Bai	1793	Bai (Dali)	682
326438	tsɔ 5	oven		Dell-Bai	1793	Bai (Dali)	683
326439	tsɔ lia 68	cold, catch, to		Dell-Bai	1793	Bai (Dali)	684
326440	tsɔ liɔ 62	dressing / seasoning		Dell-Bai	1793	Bai (Dali)	685
326441	tsɔ 7	tea		Dell-Bai	1793	Bai (Dali)	686
326442	tsɔ 7	silkworm		Dell-Bai	1793	Bai (Dali)	687
326443	tsɔ 7	particle, final		Dell-Bai	1793	Bai (Dali)	688
326444	tsɔ 8	chew, to		Dell-Bai	1793	Bai (Dali)	689
326445	tsɔ 8	say, to		Dell-Bai	1793	Bai (Dali)	690
326446	tsɔ tsö 83	say, to		Dell-Bai	1793	Bai (Dali)	691
326447	tsɔ kw 5:8 6	key		Dell-Bai	1793	Bai (Dali)	692
326448	tsɔ k'ue 81	stone		Dell-Bai	1793	Bai (Dali)	693
326449	tsɔ iɔ xua 886	sunflower		Dell-Bai	1793	Bai (Dali)	694
326450	tsu tsw 64	orange		Dell-Bai	1793	Bai (Dali)	695
326451	tsua 2	load, to		Dell-Bai	1793	Bai (Dali)	696
326452	tsua 3	squat, to		Dell-Bai	1793	Bai (Dali)	697
326453	tsue 4	roll up, to		Dell-Bai	1793	Bai (Dali)	698
326454	tsuɛ kv 23	broom		Dell-Bai	1793	Bai (Dali)	699
326455	tsuo tsw 62	scissors		Dell-Bai	1793	Bai (Dali)	700
326456	tsuoe 6	indocile		Dell-Bai	1793	Bai (Dali)	701
326457	tsv 2	bamboo		Dell-Bai	1793	Bai (Dali)	702
326458	tsv 2	carve / cut out, to		Dell-Bai	1793	Bai (Dali)	703
326459	tsv 3	heavy		Dell-Bai	1793	Bai (Dali)	704
326460	tsv 3/4	boil, to		Dell-Bai	1793	Bai (Dali)	705
326461	tsv 4	chopsticks		Dell-Bai	1793	Bai (Dali)	706
326462	tsv 5	plant, to		Dell-Bai	1793	Bai (Dali)	707
326463	tsv tsw 62	awl		Dell-Bai	1793	Bai (Dali)	708
326464	tsv 7	tool used for weeding		Dell-Bai	1793	Bai (Dali)	709
326465	tsv kua ? 1:2	cane		Dell-Bai	1793	Bai (Dali)	710
326466	tsw 1	onion		Dell-Bai	1793	Bai (Dali)	711
326467	tsw 1	necessity		Dell-Bai	1793	Bai (Dali)	712
326468	-tsw 1		n	Dell-Bai	1793	Bai (Dali)	713
326469	tsw 1	do / make, to		Dell-Bai	1793	Bai (Dali)	714
326470	tsw k'o 11	body		Dell-Bai	1793	Bai (Dali)	715
326471	tsw si sw 1 5:8 2	marry, to		Dell-Bai	1793	Bai (Dali)	716
326472	tsw sw v 133	business, be in, to		Dell-Bai	1793	Bai (Dali)	717
326473	tsw 2	man / son (versus woman)		Dell-Bai	1793	Bai (Dali)	718
326474	-tsw 2			Dell-Bai	1793	Bai (Dali)	719
326475	tsw 2			Dell-Bai	1793	Bai (Dali)	720
326476	tsw 2	functional morpheme indicating an adverbial determinant		Dell-Bai	1793	Bai (Dali)	721
326477	tsw mö 21	variant of tsw 2 (functional morpheme indicating an adverbial determinant)		Dell-Bai	1793	Bai (Dali)	722
326478	tsw pa 22	tooth		Dell-Bai	1793	Bai (Dali)	723
326479	tsw 3	lick, to		Dell-Bai	1793	Bai (Dali)	724
326480	tsw 3̱	alcohol		Dell-Bai	1793	Bai (Dali)	725
326481	tsw 3/4	street		Dell-Bai	1793	Bai (Dali)	726
326482	tsw 3/4	paper		Dell-Bai	1793	Bai (Dali)	727
326483	tsw ka 36	meter (measuring tool)		Dell-Bai	1793	Bai (Dali)	728
326484	tsw tö 37	pillow		Dell-Bai	1793	Bai (Dali)	729
326485	tsw t'ɛ 32	siblings		Dell-Bai	1793	Bai (Dali)	730
326486	tsw iɛ 32	cigarette		Dell-Bai	1793	Bai (Dali)	731
326487	tsw sua 3:6 3/4	frank (adj.)	adj	Dell-Bai	1793	Bai (Dali)	732
326488	tsw 4̱	show, to		Dell-Bai	1793	Bai (Dali)	733
326489	tsw 6	needle		Dell-Bai	1793	Bai (Dali)	734
326490	tsw 7	go, to		Dell-Bai	1793	Bai (Dali)	735
326491	tsw t'ɛ 71	stair		Dell-Bai	1793	Bai (Dali)	736
326492	tsw tsia 72	moment		Dell-Bai	1793	Bai (Dali)	737
326493	tsw 8	ten		Dell-Bai	1793	Bai (Dali)	738
326494	tsy ts'iɔ 12	cricket		Dell-Bai	1793	Bai (Dali)	739
326495	tsy 3/4	lift, to (hand, glass, etc.)		Dell-Bai	1793	Bai (Dali)	740
326496	tsy kuoe 36	mouth		Dell-Bai	1793	Bai (Dali)	741
326497	tsy pa tsw 3 5:8 2	cheek		Dell-Bai	1793	Bai (Dali)	742
326498	tsy 7	well-behaved (child)		Dell-Bai	1793	Bai (Dali)	743
326499	tsyɛ 6	frank (adj.)		Dell-Bai	1793	Bai (Dali)	744
326500	ts'a 1	sing, to		Dell-Bai	1793	Bai (Dali)	746
326501	ts'a:tsa 1	breakfast		Dell-Bai	1793	Bai (Dali)	747
326502	ts'e 1	money		Dell-Bai	1793	Bai (Dali)	748
326503	ts'ɛ ko 84	wolf		Dell-Bai	1793	Bai (Dali)	749
326504	ts'i 1	sour		Dell-Bai	1793	Bai (Dali)	750
326505	ts'i 1	wet / moist / spray, to / splash, to		Dell-Bai	1793	Bai (Dali)	751
326506	ts'i 1	overturn, to		Dell-Bai	1793	Bai (Dali)	752
326507	ts'i tsw 12	eggplant		Dell-Bai	1793	Bai (Dali)	753
326508	ts'i ts'oe 12	car		Dell-Bai	1793	Bai (Dali)	754
326509	ts'i ts'ua 1 2:8	boat (steam)		Dell-Bai	1793	Bai (Dali)	755
326510	ts'i iw 17	chestnut		Dell-Bai	1793	Bai (Dali)	756
326511	ts'i 2	seven		Dell-Bai	1793	Bai (Dali)	757
326512	ts'i 2	eradicate, to		Dell-Bai	1793	Bai (Dali)	758
326513	ts'i 2	岀去, forms without a doubt a sole unity with the preceding		Dell-Bai	1793	Bai (Dali)	759
326514	ts'i 2	angry, get, to		Dell-Bai	1793	Bai (Dali)	760
326515	ts'i tsa 22	worried / concerned		Dell-Bai	1793	Bai (Dali)	761
326516	ts'i 3	pull, to		Dell-Bai	1793	Bai (Dali)	762
326517	ts'i 3/4	shallow		Dell-Bai	1793	Bai (Dali)	763
326518	ts'i koe 32	scale (fish, reptile, etc.)		Dell-Bai	1793	Bai (Dali)	764
326519	ts'i ta 36	scissors		Dell-Bai	1793	Bai (Dali)	765
326520	ts'iɛ 1	lead	n	Dell-Bai	1793	Bai (Dali)	766
326521	ts'iɛ sy 22	modest		Dell-Bai	1793	Bai (Dali)	767
326522	ts'iɛ tsw 5:8 5:4	pliers		Dell-Bai	1793	Bai (Dali)	768
326523	ts'io 1	good		Dell-Bai	1793	Bai (Dali)	769
326524	ts'ioe 1	liquid		Dell-Bai	1793	Bai (Dali)	770
326525	ts'ioe 1	listen, to		Dell-Bai	1793	Bai (Dali)	771
326526	ts'ioe tö 13	hear, to		Dell-Bai	1793	Bai (Dali)	772
326527	ts'iɔ 8	ball		Dell-Bai	1793	Bai (Dali)	773
326528	ts'iw k'uɛ 81	laborious		Dell-Bai	1793	Bai (Dali)	774
326529	ts'o ku 1 5:4	flatter in a lowly way, to		Dell-Bai	1793	Bai (Dali)	775
326530	ts'o t'i 11	drawer		Dell-Bai	1793	Bai (Dali)	776
326531	ts'o 3/4	sing, to		Dell-Bai	1793	Bai (Dali)	777
326532	ts'o 3/4	salty		Dell-Bai	1793	Bai (Dali)	778
326533	ts'ö 1	short		Dell-Bai	1793	Bai (Dali)	779
326534	ts'ö 1	block / obstruct, to		Dell-Bai	1793	Bai (Dali)	780
326535	ts'ö 2	tie / knot, to		Dell-Bai	1793	Bai (Dali)	781
326536	ts'ö 3/4	vegetables		Dell-Bai	1793	Bai (Dali)	782
326537	ts'ö 3/4	cf. ts'ö 3/4, kw ts'ö 34, poe sɛ ts'ö 824, ts'ö kua 36		Dell-Bai	1793	Bai (Dali)	783
326538	ts'ö kua 36	rape	n	Dell-Bai	1793	Bai (Dali)	784
326539	ts'oe 1	light (adj)	adj	Dell-Bai	1793	Bai (Dali)	785
326540	ts'oe 1	word / phrase		Dell-Bai	1793	Bai (Dali)	786
326541	ts'oe 2	red		Dell-Bai	1793	Bai (Dali)	787
326542	ts'oe 2	car		Dell-Bai	1793	Bai (Dali)	788
326543	ts'oe tsa 21	bus station		Dell-Bai	1793	Bai (Dali)	789
326544	ts'oe 3/4	sleep / lie down, to		Dell-Bai	1793	Bai (Dali)	790
326545	ts'oe xw 32	morning		Dell-Bai	1793	Bai (Dali)	791
326546	ts'ɔ piɔ ?2	soap		Dell-Bai	1793	Bai (Dali)	792
326547	ts'ɔ tuɛ 81	silken cloths		Dell-Bai	1793	Bai (Dali)	793
326548	ts'u 1	large / coarse		Dell-Bai	1793	Bai (Dali)	794
326549	ts'u 1	vinegar		Dell-Bai	1793	Bai (Dali)	795
326550	ts'u 3-	grass		Dell-Bai	1793	Bai (Dali)	796
326551	ts'u 3/4	stinking		Dell-Bai	1793	Bai (Dali)	797
326552	ts'u 3/4	sauté, to (culinary term)		Dell-Bai	1793	Bai (Dali)	798
326553	ts'ua xu 16	window		Dell-Bai	1793	Bai (Dali)	799
326554	ts'ua 3	cut, to		Dell-Bai	1793	Bai (Dali)	800
326555	ts'uö 8	deposit, to(money)		Dell-Bai	1793	Bai (Dali)	801
326556	ts'uÐo tsu 82	masses		Dell-Bai	1793	Bai (Dali)	802
326557	ts'uÐö tsw 84	skirt		Dell-Bai	1793	Bai (Dali)	803
326558	ts'v 1	lane		Dell-Bai	1793	Bai (Dali)	804
326559	ts'w 2	noise (made by scissors)		Dell-Bai	1793	Bai (Dali)	805
326560	ts'w 3/4	disagreeable		Dell-Bai	1793	Bai (Dali)	806
326561	ts'y 1	weigh, to		Dell-Bai	1793	Bai (Dali)	807
326562	ts'y kv 17	scale	n	Dell-Bai	1793	Bai (Dali)	808
326563	ts'yɛ tiɛ 64	flaw		Dell-Bai	1793	Bai (Dali)	809
326564	ts'yɛ toe 66	evil / harmful		Dell-Bai	1793	Bai (Dali)	810
326565	va 1	ten thousand		Dell-Bai	1793	Bai (Dali)	811
326566	ze 3	dye, to		Dell-Bai	1793	Bai (Dali)	812
326567	zi su 16	arts, fine		Dell-Bai	1793	Bai (Dali)	813
326568	-zi 2			Dell-Bai	1793	Bai (Dali)	814
326569	-zi 2			Dell-Bai	1793	Bai (Dali)	815
326570	zi 2	comp. zi 6		Dell-Bai	1793	Bai (Dali)	816
326571	zi 6	cf. zi k'o 61, zi sö tö 634		Dell-Bai	1793	Bai (Dali)	817
326572	zi ta 2:6 6	knife		Dell-Bai	1793	Bai (Dali)	818
326573	zi k'o 61	clothes		Dell-Bai	1793	Bai (Dali)	819
326574	zi kua tsv 622	kidney		Dell-Bai	1793	Bai (Dali)	820
326575	zi sö tö 634	sleeve (of clothing)		Dell-Bai	1793	Bai (Dali)	821
326576	zi sw 34	defecate, to		Dell-Bai	1793	Bai (Dali)	822
326577	zi tiw 61	certainly		Dell-Bai	1793	Bai (Dali)	823
326578	zi tsu 66	Yi (people)		Dell-Bai	1793	Bai (Dali)	824
326579	zi 7	search / look for, to		Dell-Bai	1793	Bai (Dali)	825
326580	zi tiɛ 82	uncle (husband of mother's sister)		Dell-Bai	1793	Bai (Dali)	826
326581	zö 2	give, to		Dell-Bai	1793	Bai (Dali)	827
326582	zö 2			Dell-Bai	1793	Bai (Dali)	828
326583	zö tö 22	know, to		Dell-Bai	1793	Bai (Dali)	829
326584	zö 3-	marry, to		Dell-Bai	1793	Bai (Dali)	830
326585	-zö 6			Dell-Bai	1793	Bai (Dali)	831
326586	zö 7	fly	n	Dell-Bai	1793	Bai (Dali)	832
326587	zu tsw 6 3/4	sock	n	Dell-Bai	1793	Bai (Dali)	833
326588	zuö tu 11	movement		Dell-Bai	1793	Bai (Dali)	834
326589	zuö na 88	Yunnan province		Dell-Bai	1793	Bai (Dali)	835
326590	zv 3/4	use / utilize		Dell-Bai	1793	Bai (Dali)	836
326591	zv ts'v 33	usefulness / utility		Dell-Bai	1793	Bai (Dali)	837
326592	zv tsw 64	mattress		Dell-Bai	1793	Bai (Dali)	838
326593	zw 3-	does not appear in the corpus when preceded by the prefix tɛ 3-		Dell-Bai	1793	Bai (Dali)	839
326594	zw 3/4	temple		Dell-Bai	1793	Bai (Dali)	840
326595	zw t'o 31	water (in which rice was boiled)		Dell-Bai	1793	Bai (Dali)	841
326596	xa 1	look / observe, to		Dell-Bai	1793	Bai (Dali)	842
326597	xa pö sw 136	timid / shy		Dell-Bai	1793	Bai (Dali)	843
326598	xa tö 1 2:3	see, to		Dell-Bai	1793	Bai (Dali)	844
326599	xa ts'io 11	handsome / beautiful		Dell-Bai	1793	Bai (Dali)	845
326600	xa zi 12	shirt		Dell-Bai	1793	Bai (Dali)	846
326601	xa le 37	what / which		Dell-Bai	1793	Bai (Dali)	847
326602	xa ni 37	which		Dell-Bai	1793	Bai (Dali)	848
326603	xa 5	Han ethnic group		Dell-Bai	1793	Bai (Dali)	849
326604	xa tsw 52	Han (person)		Dell-Bai	1793	Bai (Dali)	850
326605	xa 6	idiot		Dell-Bai	1793	Bai (Dali)	851
326606	xe ts'ö 12	weather		Dell-Bai	1793	Bai (Dali)	852
326607	xo 2	wait, to		Dell-Bai	1793	Bai (Dali)	853
326608	xo tsw 63	box	n	Dell-Bai	1793	Bai (Dali)	854
326609	xoe 1	live, to		Dell-Bai	1793	Bai (Dali)	855
326610	xoe 1	soup		Dell-Bai	1793	Bai (Dali)	856
326611	-xoe 1			Dell-Bai	1793	Bai (Dali)	857
326612	xoe p'a 12	dish		Dell-Bai	1793	Bai (Dali)	858
326613	xoe zw 14	rice (cooked)		Dell-Bai	1793	Bai (Dali)	859
326614	xɔ 1	particle (final)		Dell-Bai	1793	Bai (Dali)	860
326615	xɔ 3/4	house / room		Dell-Bai	1793	Bai (Dali)	861
326616	xɔ 4	expose to sun, to		Dell-Bai	1793	Bai (Dali)	862
326617	xɔ mi 67	cotton		Dell-Bai	1793	Bai (Dali)	863
326618	xɔ zi 62	please, to		Dell-Bai	1793	Bai (Dali)	864
326619	xu 3/4	good		Dell-Bai	1793	Bai (Dali)	865
326620	xua sy 23	water (boiled)		Dell-Bai	1793	Bai (Dali)	866
326621	xua pɔ ts'oe 822	rickshaw		Dell-Bai	1793	Bai (Dali)	867
326622	xua 6	return / give back, to		Dell-Bai	1793	Bai (Dali)	868
326623	xue tsa 22	badge / insignia		Dell-Bai	1793	Bai (Dali)	869
326624	xue 6	plaster	n	Dell-Bai	1793	Bai (Dali)	870
326625	xue tɔ 62	spit, to		Dell-Bai	1793	Bai (Dali)	871
326626	xuo ngv 23	thing		Dell-Bai	1793	Bai (Dali)	872
326627	xuo 6	flower	n	Dell-Bai	1793	Bai (Dali)	873
326628	xw 1	suffix (aspectual, suffixed to verb phrases)		Dell-Bai	1793	Bai (Dali)	874
326629	xw na 11	afterwards		Dell-Bai	1793	Bai (Dali)	875
326630	xw 2	black		Dell-Bai	1793	Bai (Dali)	876
326631	xw 2	repent / regret, to		Dell-Bai	1793	Bai (Dali)	877
326632	xw 2			Dell-Bai	1793	Bai (Dali)	878
326633	-xw 3/4			Dell-Bai	1793	Bai (Dali)	879
326634	a mi 11	cat		Dell-Bai	1793	Bai (Dali)	880
326635	a na ni 127	who?		Dell-Bai	1793	Bai (Dali)	881
326636	a na ue 123	where?		Dell-Bai	1793	Bai (Dali)	882
326637	a ta 1 2	on this side		Dell-Bai	1793	Bai (Dali)	883
326638	a 2	duck	n	Dell-Bai	1793	Bai (Dali)	885
326639	a 3-	one		Dell-Bai	1793	Bai (Dali)	886
326640	a kɔ 32	brother (elder)		Dell-Bai	1793	Bai (Dali)	887
326641	a ma 32	mother / mother-in-law		Dell-Bai	1793	Bai (Dali)	888
326642	a nɛ 32	grandmother (maternal)		Dell-Bai	1793	Bai (Dali)	889
326643	a su 36	uncle (father's younger brother)		Dell-Bai	1793	Bai (Dali)	890
326644	a tiɛ 32	father / father-in-law		Dell-Bai	1793	Bai (Dali)	891
326645	a t'ɛ 32	brother (younger)		Dell-Bai	1793	Bai (Dali)	892
326646	a tsi 33̱	sister (elder)		Dell-Bai	1793	Bai (Dali)	893
326647	a tsiɛ 3 3/4	sister (elder)		Dell-Bai	1793	Bai (Dali)	894
326648	a tsio 31	uncle (mother's brother)		Dell-Bai	1793	Bai (Dali)	895
326649	a zi 36	aunt (mother's sister)		Dell-Bai	1793	Bai (Dali)	896
326650	a iɛ 38	grandfather (maternal)		Dell-Bai	1793	Bai (Dali)	897
326651	a sw 64	urinate, to		Dell-Bai	1793	Bai (Dali)	898
326652	a 8	box	n	Dell-Bai	1793	Bai (Dali)	899
326653	a koe 86	box	n	Dell-Bai	1793	Bai (Dali)	900
326654	a sia tsw 322			Dell-Bai	1793	Bai (Dali)	901
326655	a tsw ni ??2	day after tomorrow		Dell-Bai	1793	Bai (Dali)	902
326656	a tsw sua ??2	year after next		Dell-Bai	1793	Bai (Dali)	903
326657	a ua ni ??2	day after day after tomorrow		Dell-Bai	1793	Bai (Dali)	904
326658	ɛ 2	love, to		Dell-Bai	1793	Bai (Dali)	905
326659	ɛ 8	swallow, to		Dell-Bai	1793	Bai (Dali)	906
326660	i 2	one		Dell-Bai	1793	Bai (Dali)	907
326661	i zw ?2	chair	n	Dell-Bai	1793	Bai (Dali)	908
326662	ia pa 32	mute		Dell-Bai	1793	Bai (Dali)	909
326663	ia 2	push on / press against, to		Dell-Bai	1793	Bai (Dali)	910
326664	ia p'oe 66	oppression		Dell-Bai	1793	Bai (Dali)	911
326665	ia sua 66	toothbrush		Dell-Bai	1793	Bai (Dali)	912
326666	ia 7	pursue / rush forward, to		Dell-Bai	1793	Bai (Dali)	913
326667	ia 7	grasp / grab hold of, to		Dell-Bai	1793	Bai (Dali)	914
326668	ia la tsw 864	tomato		Dell-Bai	1793	Bai (Dali)	915
326669	ia xuo 84	matches		Dell-Bai	1793	Bai (Dali)	916
326670	ia y 81	potato		Dell-Bai	1793	Bai (Dali)	917
326671	iɛ 1	swallow	n	Dell-Bai	1793	Bai (Dali)	918
326672	iɛ 2	tobacco		Dell-Bai	1793	Bai (Dali)	919
326673	iɛ 2	strong (of coffee and tea)		Dell-Bai	1793	Bai (Dali)	920
326674	iɛ xuo 24	fireworks		Dell-Bai	1793	Bai (Dali)	921
326675	iɛ 7	boat		Dell-Bai	1793	Bai (Dali)	922
326676	iɛ p'i 73	sickle		Dell-Bai	1793	Bai (Dali)	923
326677	io tsw 14	grapefruit		Dell-Bai	1793	Bai (Dali)	924
326678	io 3/4	itching sensation		Dell-Bai	1793	Bai (Dali)	925
326679	io 7	sheep		Dell-Bai	1793	Bai (Dali)	926
326680	io 7	relaxed / released (adj)	adj	Dell-Bai	1793	Bai (Dali)	927
326681	-io 8			Dell-Bai	1793	Bai (Dali)	928
326682	io tsi ts'y 826	guerrilla zone		Dell-Bai	1793	Bai (Dali)	929
326683	ioe 5	carry on one's back, to		Dell-Bai	1793	Bai (Dali)	930
326684	ioe 8	plait / pigtail		Dell-Bai	1793	Bai (Dali)	931
326685	iɔ 2	medicine / medication		Dell-Bai	1793	Bai (Dali)	932
326686	iɔ 5	night		Dell-Bai	1793	Bai (Dali)	933
326687	iɔ xw 54	night (as opposed to day)		Dell-Bai	1793	Bai (Dali)	934
326688	iɔ 6	㇌		Dell-Bai	1793	Bai (Dali)	935
326689	iɔ p'iɔ 81	stamp, postage		Dell-Bai	1793	Bai (Dali)	936
326690	iɔ tiɛ tsy 816	post office		Dell-Bai	1793	Bai (Dali)	937
326691	iw 2	village		Dell-Bai	1793	Bai (Dali)	938
326692	iw 2	eat, to		Dell-Bai	1793	Bai (Dali)	939
326693	iw 6	win, to		Dell-Bai	1793	Bai (Dali)	940
326694	iw 6	preceded in two cases by ta 5		Dell-Bai	1793	Bai (Dali)	941
326695	iw koe 62	jay	n	Dell-Bai	1793	Bai (Dali)	942
326696	iw 7	oil		Dell-Bai	1793	Bai (Dali)	943
326697	o 2	anger		Dell-Bai	1793	Bai (Dali)	944
326698	o 3/4	wall	n	Dell-Bai	1793	Bai (Dali)	945
326699	o 4	lotus		Dell-Bai	1793	Bai (Dali)	946
326700	o sua 76	monkey		Dell-Bai	1793	Bai (Dali)	947
326701	o tsua moe ???	frog		Dell-Bai	1793	Bai (Dali)	948
326702	oe si mi 1:8 1 4:5	between / in		Dell-Bai	1793	Bai (Dali)	949
326703	oe xw 8 3/4	中間; comp. oe si mi 1:8 1 4:5; cf. -xw 3/4		Dell-Bai	1793	Bai (Dali)	950
326704	oe 4	apricot		Dell-Bai	1793	Bai (Dali)	951
326705	oe pɔ 67	under / underneath		Dell-Bai	1793	Bai (Dali)	952
326706	ɔ liɔ liɔ 222	snail		Dell-Bai	1793	Bai (Dali)	953
326707	ɔ 7	crayfish		Dell-Bai	1793	Bai (Dali)	954
326708	ɔ 8	easy		Dell-Bai	1793	Bai (Dali)	955
326709	u ku 66	centipede		Dell-Bai	1793	Bai (Dali)	956
326710	u kue 66	tortoise		Dell-Bai	1793	Bai (Dali)	957
326711	u tɔ 77	nut		Dell-Bai	1793	Bai (Dali)	958
326712	ua 1	several / many		Dell-Bai	1793	Bai (Dali)	959
326713	ua kɔ 12	bury, to		Dell-Bai	1793	Bai (Dali)	960
326714	ua pɔ 27	outside		Dell-Bai	1793	Bai (Dali)	961
326715	ua 8	dig / bore, to		Dell-Bai	1793	Bai (Dali)	962
326716	ua tsi 8?	cultivate, to		Dell-Bai	1793	Bai (Dali)	963
326717	ue tsiw 12	scarf / muffler		Dell-Bai	1793	Bai (Dali)	964
326718	ue 3	eye		Dell-Bai	1793	Bai (Dali)	965
326719	ue pe 37	eyelid		Dell-Bai	1793	Bai (Dali)	966
326720	ue sv 31	eyes, the two		Dell-Bai	1793	Bai (Dali)	967
326721	ue tua 35	start / jump		Dell-Bai	1793	Bai (Dali)	968
326722	ue 6	lukewarm		Dell-Bai	1793	Bai (Dali)	969
326723	ue 7	circular		Dell-Bai	1793	Bai (Dali)	970
326724	uɛ xa 18	secular, uninitiated		Dell-Bai	1793	Bai (Dali)	971
326725	uɛ zi 12	jacket		Dell-Bai	1793	Bai (Dali)	972
326726	-uɛ 2			Dell-Bai	1793	Bai (Dali)	973
326727	uɛ fv 22	father-in-law		Dell-Bai	1793	Bai (Dali)	974
326728	uɛ mu 2 3/4	mother-in-law (wife's mother)		Dell-Bai	1793	Bai (Dali)	975
326729	uɛ 7	amuse oneself, to		Dell-Bai	1793	Bai (Dali)	976
326730	uoe 6	crooked		Dell-Bai	1793	Bai (Dali)	977
326731	uoe 6	broken		Dell-Bai	1793	Bai (Dali)	978
326732	uoe 8	write, to		Dell-Bai	1793	Bai (Dali)	979
326733	v 3̱	spouse		Dell-Bai	1793	Bai (Dali)	980
326734	v si 32	rain	n	Dell-Bai	1793	Bai (Dali)	981
326735	v li 6 3/4	competent		Dell-Bai	1793	Bai (Dali)	982
326736	v 7	pull out of water, to		Dell-Bai	1793	Bai (Dali)	983
326737	v 7	madman		Dell-Bai	1793	Bai (Dali)	984
326738	v 7	cloud		Dell-Bai	1793	Bai (Dali)	985
326739	w 2	abuse / insult, to		Dell-Bai	1793	Bai (Dali)	986
326740	w 3	drink, to		Dell-Bai	1793	Bai (Dali)	987
326741	w 3/4	lining		Dell-Bai	1793	Bai (Dali)	988
326742	w sua 32	year, another		Dell-Bai	1793	Bai (Dali)	989
326743	w tɔ w 333	behind		Dell-Bai	1793	Bai (Dali)	990
326744	w 6	call, to		Dell-Bai	1793	Bai (Dali)	991
326745	w 8	study / read, to		Dell-Bai	1793	Bai (Dali)	992
326746	y moe 16	corn		Dell-Bai	1793	Bai (Dali)	993
326747	y mi 15	corn		Dell-Bai	1793	Bai (Dali)	994
326748	y 2	jade		Dell-Bai	1793	Bai (Dali)	995
326749	y 2	meet / run into, to		Dell-Bai	1793	Bai (Dali)	996
326750	y 5	meet / run into, to		Dell-Bai	1793	Bai (Dali)	997
326751	y tö 22	cf. y 2 ('meet / run into, to'), -tö 2:3		Dell-Bai	1793	Bai (Dali)	998
326752	y 3/4	revolve / pivot, to		Dell-Bai	1793	Bai (Dali)	999
326753	yɛ yɛ 84	lychee (type of)		Dell-Bai	1793	Bai (Dali)	1000
